idx,rpm,fuel,hw_nozzle_holes,hw_nozzle_diameter_mm,hw_vp37_camplate,hw_vp37_cam_profile_file,hw_valvetrain_profile_file,soi_offset_deg,iq_cmd_mg_per_str,iq_eff_mg_per_str,n146_mv,maf_target_mg_per_str,smoke_iq_max_mg_per_str,boost_target_mbar_abs,p_intake_bar_used,soi_main_deg_model,duration_main_deg,out_peak_pressure_bar,out_peak_temp_k,out_imep_bar,out_indicated_torque_nm,out_brake_torque_nm_est,out_brake_power_kw_est,out_mass_start_kg_per_cyl,out_mass_end_kg_per_cyl,out_fuel_energy_in_j_per_cyl,out_q_comb_j_per_cyl,out_q_wall_j_per_cyl,out_q_exhaust_out_j_per_cyl_est,out_torque_ind_mean_nm_per_cyl,out_torque_ind_pp_nm_per_cyl,out_torque_ind_ripple_rms_nm_per_cyl,out_rod_force_max_comp_n_est,out_rod_force_max_tens_n_est,out_bsfc_g_per_kwh_est
254,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.4815746714450899,30.504280524780622,30.504280524780622,,692.0401674364728,36.841134847822445,1429.0498878637868,1.0506318305802194,-6.48157467144509,34.3823146298431,53.726324142353775,1870.5295672484192,9.885343677654317,149.1658510666336,134.0762541916336,21.060648759463692,3.126822185571658e-05,9.91797651705439e-06,1128.658379416883,1121.76603763204,5.1931344776761295,936.8803174674459,37.242135458497124,909.4707712549548,163.17209936225106,25524.194342116116,619.3413687303939,260.7123150464779
255,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.6130403128914095,10.809286900355048,10.809286900355048,,364.6320303437872,23.569130863783364,1011.8084577291465,1.1096107151124937,-3.3869596871085905,10.981469995502813,56.75261189880181,1242.2654709575725,4.41680893800879,66.64786634844951,51.55826947344951,8.098754030479595,3.3023513093503834e-05,1.885073165681059e-05,399.9436153131367,393.55464491817725,1.769865548709583,395.08642464129935,16.639930386666208,838.2051858735686,127.44113323753602,27026.41717769959,591.8099479524205,240.24333060880593
256,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.7408449925520175,22.809464271328594,22.809464271328594,,551.931877692921,32.08019837586098,1170.1768505138648,1.53973450184708,-6.7408449925520175,24.481836587009298,114.19954976720838,1540.0550422702793,11.216036546855593,169.24547002731796,154.15587315231795,24.214747930152104,4.5824577745819326e-05,2.692345194311604e-05,969.4022315314653,968.3387480084498,4.430019275301662,741.6666398838101,42.25555102947443,1346.5640206840344,217.4484076599883,55556.52327515107,475.9495213385825,169.5538430002297
257,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.690451078691451,18.413625205587905,18.413625205587905,,485.282632968338,28.288211904467254,1101.9329498016998,1.495384732807959,-8.690451078691451,19.323083811041577,76.50880681521642,1303.7164215264893,7.7929155018096035,117.59195340324526,102.50235652824526,16.101032512238856,4.450466873754268e-05,2.754284956593028e-05,681.3041326067524,658.5491516781406,2.8650249969844164,613.240945200992,29.359114530395797,1156.5992108460885,182.41892373947329,36833.219946022466,472.384349785686,205.85341557980288
258,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.8449258599735252,22.85515799752944,22.85515799752944,,552.7277519349907,32.12795083038516,1170.9755115711039,1.3586514415193525,-5.155074140026475,24.537043411098416,99.2410809663082,1617.691310233901,10.82405377484353,163.33060801571088,148.2410111407109,23.285643578019005,4.043530136961004e-05,2.1569372497125565e-05,971.3442148950011,967.4434129339763,4.501343199577738,730.2257529858848,40.77879611629869,1226.3109865638135,200.64863785946588,48135.56539724988,497.5991327943866,176.67230994803734
259,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.6024699814880607,31.281568417431814,31.281568417431814,,705.1707807659018,36.88521619257124,1450.4308569680707,1.7391889115912194,-8.60246998148806,35.464058124049636,89.81824796409101,1436.4489974514918,12.240274036632734,184.70080085231695,169.61120397731693,26.64246561908294,5.1760610285911466e-05,2.9867534479231602e-05,1157.418031444977,1123.1469512048777,4.737822134246576,950.9339776628293,46.11414131444,1357.2647102647322,233.57479184686312,43458.153316505035,471.10710384279923,211.34238833753778
260,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.7661891083354737,24.04431541790675,24.04431541790675,,573.4399993118923,33.37068567299925,1191.7602844829844,1.4586113004919103,-8.766189108335475,25.98721591965274,74.62730861997925,1444.2027714502437,9.391921389344235,141.72030764689444,126.63071077189444,19.891105533991876,4.341024173981943e-05,2.4568785480055113e-05,889.6396704625497,874.1297078356654,3.739111478360087,742.6792990302316,35.383232533124215,1159.3930378656148,191.27157331554056,35899.26065944366,484.0445520992225,217.58352082679076
261,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.2561489526638656,40.60822888949089,40.60822888949089,,783.1462725223914,37.035714285714285,1723.1313569527938,1.7914355447142527,-3.7438510473361344,50.39069873498193,130.35650554129074,1647.7711831944305,17.441824665023532,263.190102959637,248.100506084637,38.97153636337027,5.331554063178062e-05,2.850281737551809e-05,1725.8497278033626,1679.6663066141286,7.4570838504719825,1343.1124690605382,65.71060577119519,1524.7860436913395,278.3801485163996,63572.9717214543,480.2336954737077,187.55948269410834
262,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.961775877630207,32.115600191968234,32.115600191968234,,719.2599603857491,36.932515581295014,1473.3726881376406,1.04594793201814,-3.038224122369793,36.64550377773154,81.61624763583504,2084.6305436586654,13.069010320390083,197.20609728990095,182.11650041490097,28.60679299004677,3.112882271024438e-05,9.232803606889626e-06,1364.91300815865,1345.9178237796966,6.747524064765263,1066.2671876052527,49.23647706224759,1041.1273737627891,193.4197488735358,39391.6169178068,621.4758908536509,202.07815802930486
263,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.7000364201376783,10.329626826003587,10.329626826003587,,358.55062582968833,23.22422835062661,1006.2067132893991,1.278183243779615,-5.299963579862322,10.47522631827227,90.10651823325566,1293.9120990265833,5.302091484343396,80.00642309311223,64.91682621811223,10.197111217059334,3.8040459155600356e-05,2.4413135360017996e-05,439.00914010515237,449.3736688644616,2.044922198160773,419.3940675551477,19.97518552534122,936.0688628933453,148.23643101533312,43603.48902552286,515.8535332727497,182.33917323271524
264,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.5356291477117496,34.00744112568641,34.00744112568641,,740.6812045752492,37.00442975821691,1525.411826964417,1.426261220579918,-6.53562914771175,39.41358147141458,112.62729111286264,1800.006736063156,15.019605941387951,226.63979887689908,211.55020200189907,33.23022802373015,4.244745968211258e-05,2.089893168576827e-05,1445.3162478416723,1405.6479469364365,6.733759591983024,1090.9035195722163,56.58519159175558,1316.0244445016501,237.22512889968084,54776.067798314965,499.3619161980713,184.20997286724074
265,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.120976378296324,8.454151361690844,8.454151361690844,,321.92559451461,21.18115620984657,1002.3019339772032,1.0824701531297045,-3.879023621703676,8.514847456497748,55.35938491527171,1144.397919679755,3.4066567996928385,51.40507779884256,36.315480923842564,5.704422404096204,3.221577332333334e-05,2.0203048296989305e-05,312.80360038256117,321.8903165510627,1.3470724884368235,341.0597621810573,12.834258145552091,770.6122472849768,117.20921076374371,26334.831460065623,603.8192957045254,266.7662275520872
266,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.857341398762567,20.74089551689262,20.74089551689262,,516.8519899571793,29.834863227594877,1134.0212237845446,1.1434386986613332,-3.142658601237433,22.017748821304828,58.49235943714779,1531.7514687257055,7.824294520016732,118.06545013832411,102.97585326332411,16.175409205459978,3.403027955892922e-05,1.4500785097488651e-05,767.4131341250269,753.7550508065593,3.455957838154539,629.9076127476429,29.477360049671454,946.361368973716,156.7085563485256,27890.01267508247,579.3066569092566,230.80474475912993
267,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.6115083302618487,5.591270962777853,5.591270962777853,,289.52313047032874,19.96428571428571,1002.1996882486708,1.5151225221463847,-4.388491669738151,5.576656699328716,77.51868425227721,962.486493494011,2.8003460025631934,42.25609228919631,27.16649541419631,4.267303120850997,4.509209199849076e-05,3.651717745687799e-05,206.87702562278056,184.13424980540728,0.7816170042612649,355.44721421823346,10.549953943618496,941.6610371578637,144.38177755299733,37334.51429381238,439.68059801672473,235.8465627581921
268,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.663347578012048,12.170424086519164,12.170424086519164,,381.8893053826537,24.547864890987647,1027.704595581849,1.38608327415676,-3.336652421987952,12.429714599458158,92.75170733963404,1311.175671930688,6.290630185969799,94.92307359599056,79.83347672099055,12.540213198859783,4.125170974773966e-05,2.6979045614841413e-05,517.2430236770645,527.5580796205326,2.3412948687136126,475.4621033902535,23.699424655656323,1040.9343381914694,164.5795955974067,44914.29695380717,477.64681162402985,174.6921125529697
269,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.7858509884493092,5.956499810191441,5.956499810191441,,291.5982943760878,19.96428571428571,1002.2127321360783,1.1104183892854973,-7.785850988449309,5.948092732169371,56.79409607583624,1003.510825968789,2.4551030801951845,37.046515766716134,21.956918891716132,3.448984754284117,3.304755056742528e-05,2.30433065217038e-05,220.3904929770833,217.28283288028106,0.9278388841743137,305.1082953164869,9.249332022679521,719.4047662483699,110.92029756742319,27047.009561197727,591.4507984359598,310.86538277754795
270,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.797534895506952,2.6832583829475185,2.6832583829475185,,271.86305106321623,19.96428571428571,1002.095830656534,1.5102552093383785,-7.797534895506952,2.6518962803902966,77.26964973268012,856.1974914145153,1.3347956026225618,20.141527554097152,5.051930679097151,0.7935554153948253,4.494723419741134e-05,4.0118104896875106e-05,99.28056016905818,108.53522841316071,0.26020276243326496,302.09481942988896,5.028579159152721,856.3246993184796,132.13232943954185,37210.895731304496,428.1334427125722,608.6361450765834
271,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.632272317604724,10.580892403633744,10.580892403633744,,361.7363144032135,23.404902402582255,1009.1411362852941,1.3777802908643277,-7.632272317604724,10.740160514752375,70.49163318493632,1097.4218546343789,4.6233728146549495,69.76483197597729,54.67523510097728,8.588365846326251,4.100460175415383e-05,2.8203623013242352e-05,391.49301893444846,360.4295030166826,1.5880873531492734,426.25496874916917,17.418107991351135,951.5021568736355,148.621745311445,33846.34746047708,476.08735483720443,221.76053823659205
272,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.395324864369619,40.70542422200885,40.70542422200885,,783.7715624949236,37.035714285714285,1723.198005180806,1.7397109322116524,-5.604675135630381,50.57343142690096,98.37144619736854,1534.900132310164,14.608234259427439,220.43236603032423,205.34276915532425,32.255166752307574,5.177614632441502e-05,2.795698146699722e-05,1506.1006962143274,1461.1243644721856,6.183285073099108,1226.4790932869116,55.03519285575696,1370.8063993532899,248.92647463260153,47733.841813487816,480.14624710487647,227.15667279684467
273,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.009927056827600644,27.081451281751967,27.081451281751967,,629.9157713129537,36.00279034700682,1294.5174287055743,1.427407121378959,-6.009927056827601,29.814948047848247,73.03076151710967,1514.3762788714887,10.363510465288648,156.38119513104937,141.29159825604938,22.19403235475826,4.248156323710317e-05,2.2830386986827698e-05,1002.0136974248227,990.1088140800616,4.294529272469161,820.0633066195289,39.04362026875667,1146.4876179568935,196.7941576559507,35106.74860869595,490.89892928349605,219.6383763345401
274,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.093457881383197,25.798604155189977,25.798604155189977,,605.367575226814,35.15061725430226,1241.480863215997,1.5461182854310704,-8.093457881383197,28.175033185770623,115.78287403615556,1587.8485501091338,12.351939864918952,186.38579318586895,171.29619631086896,26.90714359590505,4.6014567764751904e-05,2.6191673467729166e-05,1096.440676595574,1069.3612693493737,4.957994864998868,821.7556778840575,46.534979340088626,1368.8356017617994,226.8725831565274,56342.47162651923,479.32642798484244,172.58423330527432
275,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.25333907766507213,29.48176779829601,29.48176779829601,,674.7670060212148,36.783146377356935,1393.7533715466948,1.6616874875994134,-5.746660922334928,32.98597525475443,89.1674920543514,1426.1568095279113,11.484959005928463,173.30340152536127,158.21380465036125,24.85216631930328,4.945406326441923e-05,2.871027132323811e-05,1090.8254085369522,1069.3548593464923,4.425437274052417,871.9141919768693,43.268581082427445,1295.9306179089112,223.19425563105526,43172.74043608645,472.87568468916595,213.5314135400512
276,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.124312336302663,5.156701677367906,5.156701677367906,,287.05398680322673,19.96428571428571,1002.1841679170489,1.4148168406473265,-3.875687663697337,5.135968238008623,90.2130188270214,1040.8695545055898,2.8365009040277713,42.80165517735213,27.712058302352137,4.352999938926076,4.210685948295837e-05,3.3640979728410775e-05,219.159821288136,209.59979986389527,0.9232657209568547,338.82657088289506,10.686191873025285,885.3077837374265,137.19035665789787,43642.946136615596,456.22085636227655,213.23370433017277
277,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.091682971941223,3.22577581132927,3.22577581132927,,276.0828171098254,19.96428571428571,1002.1152062789761,1.6929931972143102,-8.091682971941223,3.193318025361158,86.61941172092406,890.5086637434297,2.0590322420224054,31.06996648474554,15.980369609745535,2.5101905883813083,5.038576345196126e-05,4.3506334603660514e-05,119.35370501918298,110.65753619289399,0.43740584842390845,348.7925234869106,7.7570653617089675,980.5318727846993,151.41187029070883,41852.035998314524,417.6319565578377,231.31297230051882
278,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.7235476279345434,31.622563464240756,31.622563464240756,,710.9311613780671,36.9045546131978,1459.8106564342224,1.7410516483964864,-4.276452372065457,35.94438343515542,123.63744269470418,1569.5671309006939,14.698604184315858,221.79601176651454,206.7064148915145,32.46936772365329,5.1816047848329255e-05,2.929671141913689e-05,1343.958947230232,1316.0054405321532,5.870035737510243,1024.7058167615146,55.37580385803441,1476.0301499511243,257.2827104392983,60237.68755346438,473.8364522458901,175.30558254193483
279,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.2146268902063646,39.31345076231318,39.31345076231318,,774.8165332375481,37.035714285714285,1699.371611632934,1.0857576184308386,-4.785373109793635,48.02855225541624,55.528069551569786,2013.176142433863,11.907114430133948,179.6735566952166,164.58395982021662,25.852787953495515,3.231361272947627e-05,8.827778329925318e-06,1454.5976782055875,1425.6303695764966,6.571227721767112,1249.915764289858,44.85895069987643,950.697585499389,180.22471548599998,26418.565041619175,602.3125723870296,273.7198459967092
280,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.3417861728055236,15.474193896646826,15.474193896646826,,437.32074379486966,26.61198352401459,1066.470810653118,1.6723986185215858,-5.658213827194476,16.022146254031163,116.17463829257802,1330.4973483185315,8.225407864289211,124.11808880457892,109.02849192957892,17.12615546389696,4.97728409829804e-05,3.33547242295535e-05,657.65324060749,642.6961404894428,2.9320240619777422,583.8025696144076,30.988537992109762,1275.0716498665379,201.94575652385714,56536.93998495913,453.90250786700494,162.63748786282687
281,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.0226281958735597,39.55530281132249,39.55530281132249,,776.3724480861747,37.035714285714285,1707.5945812992506,1.3406923973508447,-8.02262819587356,48.46020388765361,110.34672524679426,1948.86255578242,16.2649690289364,245.43182583101049,230.34222895601047,36.18207271498503,3.990081596660508e-05,1.74233778520752e-05,1681.1003694812057,1636.8209294316998,7.822504774001611,1309.0007925147595,61.27697077601317,1277.721969716365,239.03739286800575,53648.31031268853,514.2878389249934,196.78127790311123
282,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.7014034691399913,3.128505791597359,3.128505791597359,,275.53014654316684,19.96428571428571,1002.1117323497001,1.1120892281532258,-6.701403469139992,3.096122403150183,68.60909984625668,984.3926695926917,1.5126011573833882,22.82454169757376,7.734944822573759,1.2150022915260066,3.309727698811866e-05,2.673405683168007e-05,132.96149614288774,126.85316253197735,0.588769755160161,255.4010571442728,5.698530753921101,672.5709589411731,104.10485264898298,32914.38152903729,590.7017390472162,463.48146535612614
283,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.9745002290495304,20.815916970130885,20.815916970130885,,518.1157441992286,29.916046583615174,1135.3324916136448,1.238094251525504,-6.97450022904953,22.105943234467432,95.70213133724698,1658.2965415097349,9.92757648357194,149.80312708283066,134.71353020783064,21.160751842003375,3.684735661740543e-05,1.764577469011424e-05,884.6764712305626,865.246268441012,4.274526645854148,662.3210011817929,37.40140594679016,1139.4193947525132,185.09451776262176,46378.86168147528,535.5311758983455,177.06672629590406
284,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.8884035221382742,34.240795753965564,34.240795753965564,,742.1824526838452,37.00946966258148,1531.830746060867,1.6248566519326384,-6.888403522138274,39.76425322858854,123.47911146432719,1668.3235821793273,15.3367809958766,231.42584258793897,216.33624571293896,33.982018011848275,4.835792786547157e-05,2.6125889701086433e-05,1455.2338195435364,1432.057162098962,6.463485717028892,1081.510559274527,57.780105041428314,1431.892049651953,254.06857863492328,60159.09331226852,482.8473009900132,181.37072476286932
285,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.027446728523076,6.378223187393608,6.378223187393608,,293.9944499283728,19.96428571428571,1002.227793685264,1.2822949605268597,-8.027446728523076,6.378158030582185,87.38459247160844,1123.9560031879262,3.383147271814047,51.05032850043003,35.96073162543002,5.648698514608255,3.8162829397695256e-05,2.780614287809768e-05,271.07448546422836,288.3211716259702,1.247996534876804,342.8630652325104,12.745675117688657,845.5739985407158,132.02298418200724,42238.93997401113,513.9124132955001,203.24684894436618
286,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.3771207540459622,39.943833500139874,39.943833500139874,,778.8719955175666,37.035714285714285,1720.8046247190414,1.5463984162471756,-4.622879245954038,49.16249923804212,117.94674453161436,1792.7273609130755,16.7919941577714,253.3844225681256,238.29482569312557,37.43126368929918,4.6022904836075696e-05,2.2987863969159417e-05,1697.6129237559446,1658.0959019414204,7.6481916068284495,1324.2535183086693,63.26245716946323,1384.8894839158306,256.38219232669655,57413.14324682514,494.24939967887667,192.08248189816302
287,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.965999208940538,29.604568747954183,29.604568747954183,,676.8414649207974,36.79011063223411,1398.83031366542,1.3115774065653203,-3.034000791059462,33.152172867477,67.39460205028402,1629.878723609116,10.839220736162272,163.55947134782943,148.46987447282942,23.321593346161983,3.903431452936407e-05,1.847700646340116e-05,1095.3690436743047,1069.2902305031653,4.855872725412276,896.9728823630811,40.83581528287876,1071.2551854179765,191.17684733178842,32381.824660368962,512.880642986616,228.4930662985217
288,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.664830292611608,34.3635029455737,34.3635029455737,,742.9718689498575,37.01211984576024,1535.206070310031,1.3016595792308112,-3.335169707388392,39.9495512613154,97.45036475428131,1879.8722343739762,14.42999301135202,217.7427774503693,202.6531805753693,31.8326871661093,3.873914659670124e-05,1.6869475455249777e-05,1460.4488751868823,1428.2590283039835,6.78411300971697,1119.50317035439,54.36384878717654,1207.7199216868655,221.915318949799,47246.669494993155,519.0673449088637,194.31066243093014
289,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.5775411815471543,22.00245475780973,22.00245475780973,,538.1032557416759,31.20004090111714,1156.0714770882887,1.764626675850593,-4.422458818452846,23.512264634745428,120.24164607157945,1416.8988543199941,11.180822886934003,168.71411009460783,153.62451321960782,24.131282107101402,5.251767249669205e-05,3.273388911289974e-05,935.1043272069135,897.6445109738872,4.081278567261896,754.924837223494,42.12284405537586,1456.6144115459101,232.9201234017103,58555.76715864547,460.0978073486923,164.12065628457694
290,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.43794038689212567,8.522921551238998,8.522921551238998,,323.36901277875256,21.261265923506482,1002.3043900554014,1.0819257025741236,-6.437940386892126,8.586187839223193,55.33144985595601,1111.8079718392469,3.4747562264131346,52.432670695470435,37.34307382047043,5.865836318842562,3.219956973967456e-05,1.979875112343464e-05,315.34809739584296,290.54979098450235,1.3913049607471313,349.5420304940103,13.090812509522998,756.5235344961054,117.14072148364278,26320.964740376454,604.0771222913239,261.53574628310304
291,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-1.7124220664074672,4.950009640447534,4.950009640447534,,285.87960022981554,19.96428571428571,1002.1767860585875,1.588383793886054,-7.712422066407467,4.926824105005579,102.82438665823514,1024.1902558583483,2.982510499367327,45.00488111090791,29.915284235907908,4.699081859278942,4.7272446363847127e-05,3.872534267614693e-05,210.37540971902018,208.46155948657116,0.9253021979488303,363.7039854947115,11.236244077423256,977.5512205683797,151.1396076196944,49897.13547616804,432.0552426809545,189.61187780143865
292,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.444594868435269,39.42577847567085,39.42577847567085,,775.5391748601492,37.035714285714285,1703.1907538870946,1.5168434953360195,-3.555405131564731,48.228498458667964,85.72524547355722,1650.3341640054873,13.71745387006577,206.99084905070112,191.90125217570107,30.14377820249324,4.5143310484296135e-05,2.278076619940925e-05,1458.7538035998216,1423.6156449973623,6.216913867962214,1201.6415741135709,51.679263191121855,1223.1206682470188,225.6954329657702,41456.37812213714,493.72972664620534,235.42636486868054
293,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-0.8525916451930762,23.28397554960868,23.28397554960868,,560.1967169904369,32.57608873371193,1178.4706297849461,1.257001561201199,-6.852591645193076,25.057112688058417,64.31208693503044,1534.0284044120667,8.841384421055198,133.4129267306282,118.3233298556282,18.58618519113617,3.741006368226551e-05,1.8045680234624234e-05,861.5070953355212,845.0842230900726,3.781567722135657,703.6798610740076,33.30915455124708,1036.8937012331123,172.90552989184903,30778.874623377014,528.7175809471898,225.4962788667533
294,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.9669450497679994,27.16855016231873,27.16855016231873,,631.5824706060848,36.06064862246838,1298.1183452821485,1.590258234430657,-5.033054950232001,29.92761249571982,81.3629851753871,1427.749211594472,10.748417601773015,162.1892886549091,147.09969177990908,23.106365552054264,4.73282322453501e-05,2.735237887949619e-05,1005.2363560057929,988.3651163186933,4.175222216409914,824.2043815730938,40.49372322638977,1241.8038090758191,212.20758172413753,39284.58262426128,475.748547355459,211.64466641023074
295,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.999423756640026,11.144359519512502,11.144359519512502,,368.8802724795335,23.810066882053547,1015.7216272457354,1.2317562998169134,-8.999423756640025,11.33639366376952,93.2740772577187,1352.380870550247,5.581617876708068,84.22436366981822,69.1347667948182,10.859663773512223,3.6658730616967595e-05,2.208222989703393e-05,473.63527957928136,451.32839283051965,2.2468510258120578,424.76398271581354,21.028294233097338,924.2880283348252,147.30972522881157,45173.59682306008,537.4941381500481,184.71886011839914
296,1500.0,svo,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.946031281456527,11.62954549902885,11.62954549902885,,375.0317375769729,24.15894283115118,1021.3879063636583,1.374413827703282,-5.053968718543473,11.852151541825762,70.31939026673922,1181.0911976998698,5.141112675554925,77.57731776307648,62.48772088807648,9.815548244077526,4.090441126503593e-05,2.7351622459530703e-05,430.29318346406745,425.7071835337127,1.799021414246992,448.2778859594423,19.36866197893032,1002.5823517011785,153.04849087579248,33760.84757883764,478.64181984751656,213.26553930273357
297,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,1.1178023869384957,39.21042689892048,39.21042689892048,,774.1537463830551,37.03571428571428,1695.868800277582,1.6869260967751463,-4.882197613061504,47.845966392602044,125.63727745058397,1691.3460848930006,16.880602956259825,254.72149361689404,239.63189674189405,37.641290318506115,5.020519835100871e-05,2.6484977239682106e-05,1666.4431432041206,1640.5867954103173,7.3255650969960575,1281.3518357542905,63.59627813743991,1466.4340028925308,267.61014109037893,61230.38807616753,484.44775716299523,187.50358401863085
298,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,2.8885277317802522,25.708912388130386,25.708912388130386,,603.6512591985808,35.09103656932216,1237.7727493035623,1.1484638323863063,-3.1114722682197478,28.061746736079776,84.71900487312834,1829.1963795019628,11.454478120099958,172.84345724581624,157.7538603708162,24.779918440819312,3.417983432358957e-05,1.2383365266375636e-05,1092.6287764955414,1101.9216134206533,5.3174246498827165,821.304816500625,43.1538749375284,1094.1750085189217,189.56392772580102,40931.7985364261,577.4386844830136,186.7481622635423
299,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,-2.5741459371062057,29.389595447562357,29.389595447562357,,673.2099516677499,36.77791912345602,1389.942703217792,1.5028703564369623,-8.574145937106206,32.8615799684431,117.41697710080038,1683.6495214377778,13.732236871274003,207.21391857953597,192.124321704536,30.178817882144617,4.4727451003934516e-05,2.4050479085899463e-05,1249.0578065214002,1224.6401861489182,5.775960248372964,930.0978230941131,51.73514741675381,1361.611030688583,234.4709775778948,57149.90271105689,487.26143519851325,175.2927235659268
300,1500.0,diesel,5,0.184,DE110,skok_tloczka_vp37_de110.csv,profil_krzywek_4cylindry.md,0.11642163841359476,9.001330769628598,9.001330769628598,,333.41034912077606,21.818560090488788,1002.3214760989154,1.587579077636598,-5.883578361586405,9.083735138144782,109.18071364284401,1167.765895381809,4.991261857902892,75.31612933331817,60.22653245831817,9.46036159611198,4.7248496921724274e-05,3.514163017139143e-05,382.55655770921544,371.4927873195203,1.6982438635824295,437.00619000152005,18.80410195776601,1073.2537291945866,167.90032266684955,53065.21681627009,444.8523882264129,171.26613206825348
